"(64.95833333333334, 1)","(63.81104651162791, 3)","(62.666666666666664, 5)","(62.32692307692308, 15)","(61.426829268292686, 13)","(60.27777777777778, 7)","(59.17796610169491, 10)","(57.2609649122807, 2)","(56.707044673539514, 6)","(55.41161616161616, 16)"
"(46.9280303030303, 2997)","(43.56818181818182, 3073)","(43.522689768976896, 2812)","(42.82371794871795, 4416)","(42.73989898989899, 3703)","(42.355177993527505, 4495)","(42.144379844961236, 2437)","(41.946969696969695, 3059)","(41.86904761904762, 755)","(41.763888888888886, 5329)"
"(88.9045358649789, 5980)","(48.38480392156863, 4573)","(47.90758145363409, 4131)","(47.857142857142854, 5345)","(47.65878378378378, 5875)","(47.65277777777778, 2788)","(47.63636363636364, 4157)","(47.43589743589744, 4955)","(47.12827715355805, 2793)","(46.98026315789474, 3725)"
"(55.5, 5519)","(52.812788018433174, 3980)","(52.8095238095238, 1297)","(52.607142857142854, 3304)","(51.44216417910448, 5875)","(50.607142857142854, 3190)","(50.232142857142854, 4143)","(50.107142857142854, 674)","(49.93520799124248, 3215)","(49.66565349544073, 4160)"
"(49.90942028985507, 2984)","(48.661654135338345, 5139)","(48.07335907335907, 4922)","(46.347121432027095, 1053)","(46.31023143523144, 5429)","(46.23717948717949, 2964)","(46.03769841269841, 1990)","(45.80621693121693, 3703)","(45.53222453222453, 2540)","(45.3010752688172, 3266)"
"(47.22357723577235, 1813)","(44.275, 352)","(43.8607305936073, 2114)","(43.810344827586206, 1666)","(43.57236842105263, 1835)","(43.20833333333333, 351)","(43.18421052631579, 1071)","(42.70409604519774, 1232)","(42.384803921568626, 289)","(42.068627450980394, 1766)"
"(40.66287878787878, 4997)","(39.82371794871795, 6118)","(38.3030303030303, 5349)","(38.160714285714285, 5826)","(37.08771929824561, 5953)","(37.0, 4791)","(36.56159420289855, 3730)","(36.02739726027397, 571)","(35.50219298245614, 3275)","(35.30917366946779, 4771)"
"(52.83552631578947, 4386)","(47.74679487179487, 5910)","(45.948934837092736, 1424)","(45.48997890295358, 3702)","(44.988095238095234, 5522)","(44.634803921568626, 4507)","(44.13558201058201, 4370)","(42.43926553672316, 5692)","(42.40963855421686, 5936)","(42.125, 4319)"
"(66.19047619047619, 5403)","(51.338235294117645, 2883)","(51.211633663366335, 4176)","(51.125, 4578)","(50.21739130434783, 5447)","(47.73132183908046, 4590)","(46.49744897959184, 4107)","(45.05410447761194, 4205)","(44.070422535211264, 4845)","(42.616573033707866, 4376)"
"(68.81866197183098, 4247)","(55.35897435897436, 4000)","(53.17948717948718, 5021)","(52.91768292682927, 1705)","(51.63522012578616, 5617)","(50.26315789473684, 3167)","(50.169117647058826, 2696)","(50.15384615384615, 386)","(49.968896713615024, 4794)","(49.72348484848485, 3264)"
"(49.140243902439025, 1364)","(48.097222222222214, 4728)","(48.08082706766917, 2872)","(47.734496124031004, 3086)","(47.31547619047619, 433)","(46.199096880131364, 918)","(45.964466089466086, 3355)","(45.68214285714286, 1999)","(43.969887955182074, 863)","(43.45454545454545, 4825)"
"(42.800546448087424, 4533)","(41.706395348837205, 3473)","(41.291666666666664, 5988)","(40.05022831050228, 5698)","(40.047619047619044, 3100)","(39.784909909909906, 3540)","(39.58333333333333, 5072)","(39.494623655913976, 2649)","(39.35185185185185, 5748)","(39.220238095238095, 3610)"
"(42.753787878787875, 5432)","(42.358058608058606, 68)","(42.235772357723576, 4989)","(41.59469696969697, 2372)","(41.46414728682171, 5034)","(41.274193548387096, 1045)","(41.0018115942029, 1739)","(40.97069597069597, 4857)","(40.8729674796748, 204)","(40.74122807017544, 580)"
"(48.257183908045974, 2012)","(43.08638211382114, 3878)","(42.91847826086957, 4648)","(42.89029535864979, 4884)","(42.66421568627451, 1569)","(42.26825842696629, 4703)","(42.1213768115942, 3522)","(41.994623655913976, 1267)","(41.84210526315789, 3805)","(41.81375502008032, 1484)"
"(51.532531194295906, 4480)","(49.61111111111111, 441)","(49.035714285714285, 3277)","(46.92550683639793, 443)","(46.37296151337247, 3254)","(46.31884057971014, 444)","(46.176029962546814, 1997)","(46.04761904761905, 1637)","(45.97278911564626, 60)","(45.03395061728395, 3517)"
"(44.00803212851405, 5100)","(42.36363636363636, 4901)","(42.30392156862745, 4266)","(41.985772357723576, 3275)","(41.608333333333334, 4791)","(40.59649122807018, 5521)","(40.101190476190474, 1248)","(39.493589743589745, 2902)","(39.43417366946779, 5125)","(39.40425531914894, 5448)"
"(44.50277777777777, 541)","(43.50865800865801, 1339)","(42.95833333333333, 1167)","(42.297619047619044, 3067)","(41.34722222222222, 1202)","(40.05399061032863, 3606)","(39.70833333333333, 4889)","(39.340375586854464, 1153)","(39.024804496578696, 1302)","(38.84496124031008, 308)"
"(51.0617816091954, 3468)","(50.78917910447761, 3254)","(50.20454545454545, 2864)","(50.07017543859649, 5565)","(48.23986486486486, 2360)","(48.083333333333336, 4895)","(48.0, 3081)","(47.58561643835616, 5190)","(47.208333333333336, 5867)","(47.11622807017544, 4370)"
"(52.61693548387097, 5617)","(52.027027027027025, 5096)","(51.64655172413793, 4415)","(51.416666666666664, 4475)","(51.02146869983948, 3420)","(50.951320939334636, 5065)","(50.92151162790698, 5814)","(50.714285714285715, 6027)","(50.51602564102564, 4975)","(50.4933368869936, 5748)"
"(46.175366300366306, 4420)","(44.32432432432432, 5438)","(44.08552631578947, 3654)","(43.06181318681318, 3932)","(42.68885281385281, 3528)","(41.98938992042441, 3732)","(41.65277777777778, 4803)","(41.330049261083744, 4267)","(41.01053113553114, 3763)","(40.53434065934066, 3531)"
"(39.7755376344086, 2429)","(38.35067036523347, 2332)","(38.288120567375884, 5689)","(38.20157657657657, 438)","(37.791666666666664, 5993)","(37.0446735395189, 4292)","(36.96969696969697, 3092)","(36.631802721088434, 1891)","(36.61258865248227, 5666)","(36.289965986394556, 2273)"
"(54.33333333333333, 5342)","(53.666666666666664, 5255)","(46.94746376811594, 5908)","(46.53389830508475, 1416)","(45.78431372549019, 4613)","(45.73907103825136, 3064)","(45.72727272727273, 4945)","(45.675, 4515)","(45.0, 5433)","(45.0, 3894)"
"(51.52610441767069, 5021)","(50.65727699530517, 5617)","(49.375, 4041)","(49.348684210526315, 4883)","(49.32142857142857, 2552)","(49.208333333333336, 188)","(49.116279069767444, 4888)","(49.10374149659864, 3420)","(49.05102996254682, 4794)","(49.005434782608695, 6022)"
"(55.24252136752136, 5805)","(52.63636363636364, 5069)","(49.77884615384615, 1457)","(49.01293103448276, 3661)","(48.64441623777067, 4445)","(47.94462025316456, 5943)","(47.68452380952381, 6062)","(47.563291139240505, 5053)","(46.97794117647059, 1979)","(46.27878956249743, 2932)"
"(42.72463768115942, 5350)","(42.42316017316017, 2673)","(41.483333333333334, 2276)","(41.216312056737586, 1389)","(41.047619047619044, 5194)","(40.9369918699187, 1645)","(40.608058608058606, 4903)","(40.54924242424242, 1783)","(39.970238095238095, 4102)","(39.95833333333333, 1409)"
"(75.76388888888889, 6041)","(75.56709956709956, 5390)","(62.05, 1955)","(57.56827731092437, 5678)","(52.185344827586206, 3363)","(46.360507246376805, 5783)","(45.0919228450874, 4490)","(44.57312925170068, 607)","(43.575, 3602)","(42.38157894736842, 2844)"
"(81.38528138528137, 5389)","(65.6708030669895, 6041)","(59.93398268398269, 1955)","(48.67129629629629, 5678)","(44.8594527363184, 607)","(43.96516393442623, 5783)","(43.92857142857142, 5798)","(43.33333333333333, 4490)","(43.20833333333333, 3363)","(42.73863636363636, 3602)"
"(37.35648148148148, 4437)","(37.02564102564102, 5267)","(36.763888888888886, 4005)","(36.59863945578231, 5097)","(35.27729885057471, 3342)","(35.15277777777778, 3437)","(34.2816091954023, 5265)","(34.18659420289855, 3802)","(34.041666666666664, 4244)","(33.825216450216445, 6056)"
"(49.010162601626014, 2598)","(48.17857142857143, 1043)","(48.03963414634146, 1536)","(47.96491228070175, 5235)","(47.40087991718427, 4274)","(47.3, 2324)","(46.20454545454545, 2827)","(45.34782608695652, 5185)","(45.11742424242424, 4147)","(44.77777777777777, 1389)"
"(80.27380952380952, 2560)","(64.7310606060606, 3516)","(59.94352497096399, 4604)","(49.30696202531645, 2467)","(46.375, 4408)","(43.21153846153846, 2915)","(41.72723367697594, 5834)","(41.40687403993856, 2192)","(41.25327715355805, 5777)","(40.759296415195294, 1979)"
"(56.08679815209666, 3512)","(51.291666666666664, 2165)","(51.19047619047619, 5566)","(50.45144110275689, 4252)","(50.248134328358205, 4900)","(50.232142857142854, 3609)","(50.123134328358205, 2617)","(49.66228070175438, 3399)","(49.38619402985074, 1971)","(49.045918367346935, 2301)"
"(53.494623655913976, 5255)","(48.51136363636364, 4877)","(46.27850877192982, 4015)","(42.49404761904762, 3939)","(41.89254385964912, 4117)","(41.49600456621005, 4683)","(41.41512345679013, 1964)","(41.35648148148148, 5929)","(41.345588235294116, 3489)","(41.22222222222222, 207)"
"(46.23430735930736, 4150)","(41.612021857923494, 5640)","(41.112021857923494, 1152)","(39.74875621890547, 979)","(38.666666666666664, 5790)","(37.68627450980392, 5772)","(37.57657657657657, 5283)","(37.513888888888886, 1479)","(37.375, 3796)","(37.33333333333333, 2968)"
"(62.732142857142854, 4705)","(57.97222222222222, 6078)","(57.95833333333333, 2264)","(45.03629032258064, 5959)","(44.54896907216495, 5243)","(41.54040404040404, 2873)","(40.306372549019606, 4186)","(39.25531914893617, 3982)","(38.90914195867026, 4454)","(38.57142857142857, 4942)"
"(45.82738095238095, 4644)","(44.117424242424235, 5884)","(41.42911255411255, 250)","(40.56709956709957, 4977)","(40.21052631578947, 3684)","(40.13793103448276, 5016)","(40.131410256410255, 1512)","(39.56278538812785, 849)","(39.40201465201465, 5691)","(39.19444444444444, 3314)"
"(48.963050314465406, 5270)","(46.70833333333333, 3497)","(46.30913978494624, 3601)","(46.2457411310151, 5269)","(44.36217948717949, 5788)","(44.20833333333333, 2613)","(44.190217391304344, 2234)","(42.94517543859649, 6064)","(41.83333333333333, 5001)","(41.59210526315789, 2874)"
"(50.87403100775194, 2042)","(50.55555555555556, 5669)","(48.638440860215056, 6031)","(47.424019607843135, 3240)","(47.126715092816795, 5492)","(46.435483870967744, 1193)","(45.57675438596491, 5930)","(45.51282051282051, 4738)","(45.43452380952381, 79)","(43.48611111111111, 869)"
"(49.23979591836735, 1803)","(48.94444444444444, 1158)","(48.8563829787234, 3081)","(48.82561728395062, 3254)","(48.63970588235294, 3813)","(48.548469387755105, 5867)","(48.44642857142857, 3862)","(48.26136363636364, 2360)","(48.23143564356435, 3468)","(48.083333333333336, 5963)"
"(57.73701298701299, 3229)","(42.43333333333333, 5737)","(42.37777777777778, 4279)","(42.31822344322344, 5706)","(41.37093495934959, 3512)","(40.93560606060606, 4810)","(40.77729885057471, 4374)","(40.479235122307415, 5859)","(40.41612554112554, 2538)","(40.359848484848484, 5714)"
"(64.28571428571428, 5372)","(49.92354368932039, 4176)","(49.77295918367347, 4578)","(49.34770114942529, 2883)","(49.25531914893617, 5447)","(47.56601123595506, 4590)","(45.575, 4107)","(43.19384057971015, 4205)","(41.53947368421053, 2468)","(41.3070987654321, 4618)"
"(48.65243902439025, 1927)","(48.25877192982456, 2388)","(47.41468253968254, 3592)","(47.275, 3718)","(46.952922077922075, 2358)","(46.65277777777778, 5897)","(46.64275956284153, 831)","(46.384433962264154, 3509)","(46.36413043478261, 1760)","(46.25431034482759, 3063)"
"(55.976694915254235, 3918)","(51.81327160493827, 292)","(51.0530303030303, 2477)","(50.691901408450704, 2696)","(50.526119402985074, 3180)","(49.83561643835616, 2809)","(49.61538461538461, 5543)","(49.56730769230769, 4460)","(49.38204225352113, 5882)","(49.31944444444444, 4050)"
"(48.875, 6001)","(47.65277777777778, 5845)","(46.65781068524971, 3539)","(45.755503144654085, 4142)","(45.156385281385276, 5726)","(45.016843971631204, 4252)","(43.78787878787879, 3420)","(43.641456582633054, 4717)","(43.25, 5271)","(42.93746414228342, 5617)"
"(51.92221135029354, 2063)","(50.541666666666664, 3751)","(50.39337474120082, 5011)","(50.32380952380952, 4774)","(50.13955026455026, 4296)","(50.0, 3108)","(49.91596638655462, 5027)","(49.790476190476184, 5066)","(49.30748532289628, 3797)","(49.285714285714285, 4783)"
"(45.65931372549019, 4945)","(44.875, 5433)","(44.875, 5385)","(44.875, 4613)","(44.875, 3894)","(44.75, 4515)","(44.75, 4513)","(44.75, 3260)","(44.375, 1416)","(43.875, 1083)"
"(89.88505747126436, 5247)","(57.3640350877193, 489)","(55.25, 562)","(55.0, 5306)","(54.875, 4833)","(53.95522388059702, 4727)","(53.166666666666664, 1448)","(52.49404761904762, 3856)","(51.85912698412699, 4331)","(51.61652542372882, 1671)"
"(51.95343137254902, 4314)","(50.875, 5443)","(49.48079877112135, 4861)","(49.365967365967364, 1441)","(48.6094470046083, 2540)","(48.44642857142857, 3872)","(48.20833333333333, 5718)","(48.159551269625894, 3336)","(47.99771062271062, 5429)","(47.732142857142854, 4110)"
"(48.25, 2430)","(46.73809523809524, 2078)","(46.59770114942529, 1549)","(44.99085365853659, 2871)","(44.625, 2153)","(44.317796610169495, 799)","(44.22222222222222, 2334)","(43.93055555555556, 1063)","(43.75925925925926, 1415)","(43.30316091954023, 2344)"
"(54.219858156028366, 4978)","(51.666666666666664, 5543)","(51.59593023255814, 6021)","(51.54637526652452, 2929)","(51.49829931972789, 2884)","(51.113095238095234, 4074)","(51.075, 5924)","(51.0, 5625)","(50.42857142857143, 5299)","(49.72348484848485, 4675)"
"(48.100806451612904, 3553)","(46.06547619047619, 4718)","(45.32692307692308, 2761)","(44.28941441441441, 848)","(41.73774509803921, 4137)","(41.48758865248227, 2496)","(41.19047619047619, 4860)","(41.06879844961241, 4010)","(40.986111111111114, 3900)","(40.41885964912281, 1937)"
"(51.246308016877634, 4710)","(49.904761904761905, 5352)","(49.73684210526316, 4848)","(49.06104651162791, 5770)","(48.79494382022472, 2440)","(48.733333333333334, 5641)","(48.6, 5696)","(48.51136363636364, 4262)","(48.169117647058826, 4412)","(47.95192307692308, 5868)"
"(47.53030303030303, 1435)","(45.25, 5968)","(44.942796610169495, 5976)","(44.763888888888886, 4643)","(44.75706214689266, 5101)","(44.718896713615024, 1793)","(43.18269230769231, 4642)","(42.58333333333333, 3317)","(42.45075757575758, 5939)","(42.20833333333333, 4415)"
"(42.290611814345986, 4532)","(41.40165899501342, 6110)","(40.750541125541126, 2822)","(40.70833333333333, 1270)","(40.16208133971291, 4771)","(40.1055900621118, 1981)","(39.828037904124855, 4178)","(39.698819591261454, 5125)","(39.6608734402852, 4420)","(39.61165973665973, 5658)"
"(70.51529535864978, 2764)","(45.606247608113286, 2866)","(43.68939393939394, 3132)","(42.861111111111114, 4533)","(40.6504329004329, 3611)","(40.443070818070815, 2965)","(40.38095238095238, 5960)","(39.84722222222222, 2148)","(39.65953072085147, 4291)","(39.32692307692308, 3359)"
"(51.91203703703703, 4721)","(47.09722222222222, 4728)","(43.40425999121651, 1943)","(43.07017543859649, 902)","(42.88725490196078, 3086)","(42.88028169014085, 1571)","(42.40693960511034, 3776)","(42.33333333333333, 5374)","(41.83333333333333, 1364)","(41.166666666666664, 6044)"
"(50.704744816586924, 2080)","(50.006410256410255, 2529)","(49.93292832596957, 296)","(49.444444444444436, 4823)","(49.388888888888886, 1434)","(49.38682033096926, 996)","(49.33333333333333, 226)","(48.54761904761905, 1433)","(47.9857305936073, 1817)","(47.9844527363184, 5817)"
"(48.58561643835616, 3207)","(48.503246753246756, 781)","(48.42156862745098, 1587)","(48.13204225352113, 2451)","(47.95679012345679, 1492)","(47.22348484848485, 5487)","(46.997950819672134, 1444)","(46.44318181818182, 2302)","(46.315140845070424, 2880)","(46.193627450980394, 2299)"
"(67.9396551724138, 5335)","(43.33333333333333, 3957)","(42.0, 4245)","(41.904761904761905, 5435)","(41.875, 5941)","(41.541666666666664, 6047)","(41.25, 5501)","(41.25, 5146)","(41.0, 2974)","(40.160714285714285, 5968)"
"(78.20833333333333, 5202)","(66.65963203463204, 2290)","(56.69259906759907, 115)","(54.561274509803916, 490)","(48.70833333333333, 945)","(48.60215053763441, 5034)","(43.50887978142076, 2672)","(41.63970588235294, 6053)","(41.14035087719298, 5977)","(40.91025641025641, 1462)"
"(73.24846770391324, 4934)","(61.56084656084656, 5354)","(57.696969696969695, 5166)","(56.41176470588235, 5716)","(52.1439075630252, 2701)","(49.763888888888886, 3784)","(49.75595238095238, 3154)","(48.32021791767555, 4955)","(48.29403606102635, 5273)","(48.195084485407065, 5611)"
"(50.53193960511034, 5213)","(50.10539215686274, 3297)","(47.83638211382113, 1942)","(46.929487179487175, 1927)","(46.546568627450974, 3576)","(46.45833333333333, 4141)","(45.638888888888886, 2182)","(45.0297619047619, 1930)","(45.0, 5145)","(44.854885057471265, 1871)"
"(50.71689497716895, 4870)","(49.99645390070922, 1053)","(49.83658008658009, 2728)","(49.44642857142857, 3943)","(48.97303921568627, 3872)","(48.95061728395062, 5303)","(48.72093023255814, 4750)","(48.625, 3791)","(48.21646341463414, 4698)","(48.15215355805243, 3817)"
"(42.164965986394556, 3052)","(41.17324561403508, 5498)","(40.8687106918239, 6071)","(40.5652025876745, 4491)","(40.47659176029963, 2330)","(39.82312925170068, 3535)","(39.74441580756014, 4273)","(39.45833333333333, 2952)","(39.04372937293729, 2822)","(38.90261841718152, 4532)"
"(52.958333333333336, 2556)","(50.208333333333336, 4504)","(49.958333333333336, 2613)","(49.31611027756939, 4476)","(49.1760752688172, 4608)","(49.145604395604394, 3815)","(48.68452380952381, 5788)","(47.97826086956522, 1311)","(47.691901408450704, 4503)","(47.40664556962025, 5094)"
"(56.033208020050125, 1272)","(47.284356725146196, 5750)","(44.70575157773953, 5474)","(43.825980392156865, 1981)","(42.25327715355805, 5585)","(41.758145363408524, 4379)","(40.13461538461539, 5120)","(40.08613445378151, 5438)","(40.01267281105991, 1591)","(39.85949612403101, 5150)"
"(56.81949225473321, 2984)","(55.566901408450704, 4124)","(54.97645343277873, 1441)","(54.753787878787875, 4416)","(54.53277576853526, 2540)","(53.32692307692308, 3872)","(52.98106060606061, 4861)","(52.86032863849765, 4110)","(52.52380952380952, 548)","(52.107142857142854, 3014)"
